Calving Interval, Darting Percentage
3.0,0.4423828125
3.05,0.4365234375
3.0999999999999996,0.4287109375
3.1499999999999995,0.4287109375
3.1999999999999993,0.4267578125
3.249999999999999,0.4208984375
3.299999999999999,0.4130859375
3.3499999999999988,0.4111328125
3.3999999999999986,0.4072265625
